company,correlation
ADANIENT_data_table.csv,-0.29723567862449796
GMRINFRA_data_table.csv,-0.2996375025433201
GRASIM_data_table.csv,-0.24051682515231135
IGL_data_table.csv,-0.24263194043050632
RBLBANK_data_table.csv,-0.18481272699824222
