company,correlation
ADANIENT_data_table.csv,-0.28578356540625866
GMRINFRA_data_table.csv,-0.21879529806268028
GRASIM_data_table.csv,-0.35841233522513205
IGL_data_table.csv,-0.29897909224975716
RBLBANK_data_table.csv,-0.23576184706334427
